N.;MeditsCode;Scientific Name                                                 valid;Authorship ;Source;Reference;Remarks;CATFAU;CODLON;GSAs;Year
1087;POLBHEN;Polybius henslowii;Leach, 1820;F;PORT;;B;m;1, 2, 11, 25;
1088;POLCTYP;Polycheles typhlops;Heller, 1862;Z;209;;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 25;
1089;POLDDAE;Polyclinidae;Milne-Edwards, 1841;;;;Etu;;1, 5;2013 (1, 5)
1090;POLHETA;Polychaeta;Grube, 1850;;;;Epo;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1091;POLIAZE;Polyclinella azemai;Harant, 1930 ;;;;Etu;;5;2013 (5)
1092;POLMMAM;Polymastia penicillus;(Montagu, 1814);;;e25;Esp;;5, 6;2013 (5, 6)
1093;POLNLAC;Polysyncraton lacazei;(Giard, 1872) ;;;;Etu;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1094;POLOADR;Polycitor adriaticus;(Drasche, 1883) ;;;;Etu;;1, 5;2013 (1, 5)
1095;POLOCRI;Polycitor crystallinus;(Renier, 1804);;;;Etu;;5;2013 (5)
1096;POLOSPP;Polycitor spp.;Renier, 1804;;;;Etu;;5;2013 (5)
1097;POLRMAM;Polycarpa mamillaris;(Gaertner, 1774);;;;Etu;;1, 5, 6;2013 (1, 5, 6)
1098;POLRPOM;Polycarpa pomaria;(Savigny, 1816) ;;;;Etu;;1, 2, 5, 6, 10, 18;2013 (10)
1099;POLRSPP;Polycarpa spp.;Heller, 1877 ;;;;Etu;;5;2013 (5)
1100;POLSELO;Polysiphonia elongata;Sprengel, 1827 ;;;;V;;5;2013 (5)
1101;POLSNIG;Polysiphonia nigra;Batters, 1902;;;?;V;;5;2013 (5)
1102;POLSSUB;Polysiphonia subulifera;Harvey, 1834 ;;;;V;;5;2013 (5)
1103;POLYAME;Polyprion americanus;(Bloch & Schneider, 1801);C;124.07.01;;Ao;0;5, 6, 7, 8, 9, 11, 17, 19, 22;
1104;POMOTRI;Spirobranchus triqueter;(Linnaeus, 1758);;;e26;Epo;;16;2013 (16)
1105;POMSMAR;Pomatoschistus marmoratus;(Risso, 1810);C;162.21.04;;Ao;0;1, 5, 6, 7, 9, 18;
1106;POMSMIC;Pomatoschistus microps;(Krøyer, 1838);C;162.21.05;;Ao;0;1, 6;
1107;POMSMIN;Pomatoschistus minutus;(Pallas, 1770);C;162.21.01;;Ao;0;6, 9, 16, 17, 18;
1108;POMSSPP;Pomatoschistus spp.;Gill, 1863;C;162.21;;Ao;0;1, 17;2013 (1)
1109;POMTSAL;Pomatomus saltatrix;(Linnaeus, 1766);C;129.01.01;;Ao;0;6, 9, 16;
1110;PONNPIN;Pontonia pinnophylax;(Otto, 1821);;;;B;;5;2014 (5)
1111;PONOMUR;Pontobdella muricata;(Linnaeus, 1758);R;p. 396 Tav. 152;;Ehi;0;1, 5, 9, 10, 11;2011 (9)
1112;PONPNOR;Pontophilus norvegicus;(M. Sars, 1861);;;;B;m;5, 6, 9, 11, 19, 20;
1113;PONPSPI;Pontophilus spinosus;(Leach, 1816);F;CRANG Pontop 1;;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19, 20, 22;
1114;PONTCAT;Aegaeon cataphractus;(Olivi, 1792);Z;188;b28;B;m;1, 5, 6, 7, 8, 9, 10, 15, 18, 19, 20, 22;
1115;PONTLAC;Aegaeon lacazei;(Gourret, 1887);F;CRANG Pont 1;b29;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19, 20, 22, 25;
1116;PONTSPP;Aegaeon spp.;Agassiz, 1846;;;b30;B;;1, 2, 5, 6, 16;2013 (1, 2, 5, 6)
1117;PORIERA;Porifera;Grant, 1836;;;;Esp;;1, 2, 5, 6, 9, 15;2013 (1, 2, 5, 6)
1118;PORNHAS;Portunus hastatus;(Linnaeus, 1767);;;;B;;10;2014 (10)
1119;PORSDAE;Portunidae ;Rafinesque, 1815;;;;B;;11;2014 (11)
1120;PORTLAT;Portumnus latipes;(Pennant, 1777);;;;B;;25;2012 (25)
1121;POSIEGA;Sea ball of Posidonia oceanica;;;;;H;;10, 11, 18;2011 (10, 18)
1122;POSILEA;Leaves of Posidonia oceanica;;;;;H;;10;2011 (10)
1123;POSIOCE;Posidonia oceanica;Delile, 1813 ;R;p. 76 Tav. 26;;V;;1, 5, 6, 9, 11, 19;2011 (9)
1124;PROCEDU;Processa edulis edulis;(Risso, 1816);F;PROC Proc 2;;B;m;7, 17, 18;
1125;PROCELE;Processa elegantula;Nouvel & Holthuis, 1957;;;;B;m;22;2014 (22)
1126;PROCMED;Processa canaliculata;Leach, 1815;F;PROC Proc 1;b31;B;m;1, 2, 5, 6, 7, 9, 10, 11, 17, 18, 19, 20, 22;
1127;PROCNOU;Processa nouveli;Al-Adhub & Williamson, 1975;F;PROC;;B;m;1, 2, 5, 6, 22;
1128;PROCSPP;Processa spp.;Leach, 1815;Z;151;;B;m;7, 8, 9, 10, 17, 19, 22, 25;2011 (9, 10, 19)
1129;PROPCAR;Protoptilum carpenteri;Kölliker, 1872;;;;Ecn;;19;2014 (19)
1130;PROSSPP;Prosobranchia;Milne-Edwards, 1848;R;p. 231;;Emg;0;1, 5, 6, 7;
1131;PROTINT;Protula intestinum;(Savigny, 1818);;;;Epo;;16;2013 (16)
1132;PROTTUB;Protula tubularia;(Montagu, 1803);;;;Epo;;16;2013 (16)
1133;PSAMMIC;Psammechinus microtuberculatus;(Blainville, 1825);R;p. 558 Tav. 221;;Eec;0;1, 5, 6, 9, 11, 19;
1134;PSEAFER;Pseudaphya ferreri;(De Buen & Fage, 1908);C;162.23.01;;Ao;0;1, 2, 5, 6;2013 (1, 2, 5, 6)
1135;PSECGRY;Pseudochama gryphina;(Lamarck, 1819);;;;Emb;;16;2013 (16)
1136;PSEDCER;Pseudosquillopsis cerisii;(Roux, 1828);R;p. 426 Tav. 167;;Bst;m;19;2011 (19)
1137;PSEMCLA;Pseudamussium clavatum;(Poli, 1795);;;;Emb;;16;2013 (16)
1138;PSENPEL;Psenes pellucidus;Lütken, 1880;C / G;177.3.2 / 188;? AL;Ao;0;5;
1139;PSEOCYR;Pseudodistoma cyrnusense;Pérès, 1952 ;;;;Etu;;5;2013 (5)
1140;PSETMAX;Scophthalmus maximus;(Linnaeus, 1758);C;195.04.01;a44;Ao;0;1, 6, 7, 8, 9, 10, 11, 16, 17, 18, 20, 22;
1141;PSEUSYR;Ocnus syracusanus;Panning, 1949;;;e27;Eec;0;10, 18;2011 (18)
1142;PSEVCAR;Pseudosimnia carnea;(Poiret, 1789);;;;Emg;m;1, 6, 10;
1143;PTEAPEL;Pteragogus pelycus;Randall, 1981;G;162;? AL;Ao;0;25;
1144;PTEDSPI;Pteroeides spinosum;(Ellis, 1764);R;p. 174 Tav. 64;;Ecn;0;1, 5, 6, 7, 8, 9, 10, 16, 18, 19;2011 (9, 10, 18, 19)
1145;PTEDSPP;Pteroeides spp.;Herklots, 1858;;;;Ecn;;7, 8;2013 (7, 8)
1146;PTEOBOV;Pteromylaeus bovinus;(Geoffroy Saint-Hilaire, 1817);C;23.02.01;;Ae;0;10, 16, 17, 19;
1147;PTERHIR;Pteria hirundo;(Linnaeus, 1758);F;PTER;;Emb;0;1, 2, 5, 6, 7, 9, 10, 18, 19;
1148;PUNTPUN;Diplodus puntazzo;(Walbaum, 1792);C;139.08.01;a20;Ao;0;1, 6, 8, 9, 11, 16, 17, 22, 23;
1149;PYROATL;Pyrosoma atlanticum;Péron, 1804;R;p. 599 Tav. 240;;Etu;0;1, 2, 5, 6, 9, 11, 19;2011 (9, 19)
1150;PYROSPP;Pyrosoma;Péron, 1804;R;p. 599;;Etu;0;9, 11;2011 (9)
1151;PYRTMAR;Pyroteuthis margaritifera;(Rüppell, 1844);F;ENOP;;C;0;19, 22;2011 (19)
1152;PYURDUR;Pyura dura;(Heller, 1877);F;PYUR;;Etu;0;1, 5, 18, 19;2011 (18)
1153;PYURMIC;Pyura microcosmus;(Savigny, 1816);F;PYUR;;Etu;0;1, 5, 10, 18, 19;2011 (18, 19)
1154;PYURSPP;Pyura spp.;Molina, 1782;F;PYUR;;Etu;0;18;2011 (18)
1155;PYURTES;Pyura tessellata;(Forbes, 1848);;;;Etu;;5;2013 (5)
1156;RAJAALB;Rostroraja alba;(Lacepède, 1803);C;21.01.18;a45;Ae;0;5, 8, 15, 16, 17, 22;
1157;RAJAAST;Raja asterias;Delaroche, 1809;C;21.01.02;;Ae;0;1, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19, 20, 22, 23, 25;
1158;RAJABAT;Dipturus batis;(Linnaeus, 1758);C;21.01.10;a46;Ae;0;2, 8, 9, 16;
1159;RAJABRA;Raja brachyura;Lafont, 1871;C;21.01.03;;Ae;0;5, 7, 8, 11, 15, 16, 20, 22, 25;
1160;RAJACIR;Leucoraja circularis;(Couch, 1838);C;21.01.14;a47;Ae;0;1, 2, 5, 6, 7, 8, 9, 11, 15, 16, 17, 18, 19, 22, 25;
1161;RAJACLA;Raja clavata;Linnaeus, 1758;C;21.01.04;;Ae;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 20, 22, 23, 25;
1162;RAJAEGG;Eggs capsules of Raja spp.;;;;;G;;10, 11, 18;2011 (10, 18)
1163;RAJAFUL;Leucoraja fullonica;(Linnaeus, 1758);C;21.01.13;a48;Ae;0;7, 8, 9, 15, 16, 18, 19, 22, 25;
1164;RAJAMEL;Leucoraja melitensis;(Clark, 1926);C;21.01.21;a49;Ae;0;1, 2, 15, 16, 17, 22;
1165;RAJAMIR;Raja miraletus;Linnaeus, 1758;C;21.01.01;;Ae;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1166;RAJAMON;Raja montagui;Fowler, 1910;C;21.01.07;;Ae;0;1, 5, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 22, 25;
1167;RAJANAE;Leucoraja naevus;(Müller & Henle, 1841);C;21.01.15;a50;Ae;0;1, 2, 5, 6, 7, 8, 16, 20, 22;
1168;RAJANID;Dipturus nidarosiensis;(Storm, 1881);;;a51;Ae;0;11;2014 (11)
1169;RAJAOXY;Dipturus oxyrinchus;(Linnaeus, 1758);C;21.01.12;a52;Ae;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1170;RAJAPOL;Raja polystigma;Regan, 1923;C;21.01.22;;Ae;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 25;
1171;RAJARDA;Raja radula;Delaroche, 1809;C;21.01.23;;Ae;0;1, 5, 6, 8, 15, 16, 20, 22, 23, 25;
1172;RAJASPP;Raja spp.;Linnaeus, 1758;C;21.01.12;;Ae;0;6, 7, 8, 9, 11, 16, 17, 19, 22, 25;
1173;RAJAUND;Raja undulata;Lacepède, 1802;C;21.01.25;;Ae;0;15, 16, 20, 22;
1174;RASPSPP;Raspailia spp.;Nardo, 1833;;;;Esp;;18;2013 (18)
1175;RASPTYP;Raspailia viminalis;Schmidt, 1862;;;e28;Esp;;1, 2, 5, 6, 18;2013 (1, 2, 5, 6)
1176;REGAGLE;Regalecus glesne;Ascanius, 1772;C;106.01.01;;Ao;0;7;
1177;RETEGRI;Reteporella grimaldii ;(Jullien, 1903);;;;Ebr;;1, 5, 16;2013 (1, 5)
1178;RETESPP;Reteporella spp.;Busk, 1884;;;;Ebr;;7;2013 (7)
1179;RHIPMAR;Rhinoptera marginata;(Geoffroy Saint-Hilaire, 1817);C;24.01.01;;Ae;0;17;
1180;RHIZPYR;Rhizaxinella pyrifera;(Delle Chiaje, 1828);R;p. 112 Tav. 37;;Esp;0;9, 18;2011 (9, 18)
1181;RHODEAE;Rhodymeniaceae;Harvey, 1849;;;;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1182;RHOPSPP;Rhodophyllis spp.;Kützing, 1847 ;;;;V;;1, 6;2013 (1, 6)
1183;RHYNHEP;Rhynchogadus hepaticus;(Facciolà, 1884);C;103.09.01;;Ao;0;6, 16;
1184;RHYSOLI;Chiton olivaceus;Spengler, 1797;;;e29;Emp;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1185;RHYSSPP;Chiton spp.;Thiele, 1893;;;e30;Emp;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1186;RICHFRE;Richardina fredericii;Lo Bianco, 1903;Z;68;;B;m;1, 6;
1187;RISSDES;Rissoides desmaresti;(Risso, 1816);F;SQUIL;;Bst;m;5, 6, 9, 10, 11, 17, 18, 19, 20, 22;
1188;RISSPAL;Rissoides pallidus;(Giesbrecht, 1910);F;SQUIL;;Bst;m;1, 6, 9, 10, 11, 17, 18, 19, 20, 22;
1189;RISSSPP;Rissoides spp.;Manning & Lewinsohn, 1982;;;;Bst;;6, 16;2013 (6)
1190;RIZOPUL;Rhizostoma pulmo;(Macri, 1778);R;p. 155 Tav. 57;;Ecn;0;1, 9, 10, 18;2011 (9, 18)
1191;ROCHCAR;Rochinia carpenteri;(Wyville Thomson, 1873);Z;464;?;B;m;1, 2;
1192;RODRPIN;Rodriguezella pinnata;Schmitz, 1901 ;;;;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1193;RODRSPP;Rodriguezella spp.;Schmitz, 1895 ;;;;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1194;RODRSTR;Rodriguezella strafforelloi;Schmitz, 1895 ;;;;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1195;RONDMIN;Rondeletiola minor;(Naef, 1912);F;SEPIOL;;C;0;1, 2, 5, 6, 7, 9, 10, 11, 15, 17, 18, 19, 20, 22, 25;
1196;ROSSMAC;Rossia macrosoma;(Delle Chiaje, 1830);F;SEPIOL Ross 1;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1197;ROSSSPP;Rossia spp.;Owen, 1834;;;;C;0;22;2014 (22)
1198;RUVEPRE;Ruvettus pretiosus;Cocco, 1833;;;;Ao;0;16;2014 (16)
1199;RYTITIN;Rytiphlaea tinctoria;C. Agardh, 1824;;;;V;;5;2013 (5)
1200;SABEPAV;Sabella pavonina;Savigny, 1822;;;;Epo;;5;2013 (5)
1201;SABESPA;Sabella spallanzanii;(Gmelin, 1791);;;;Epo;;5, 6, 16;2013 (5)
1202;SABESPP;Sabella spp.;Linnaeus, 1767;;;;Epo;;5;2013 (5)
1203;SABLDAE;Sabellidae;Latreille, 1825;;;;Epo;;5;2013 (5)
1204;SADASAR;Sarda sarda;(Bloch, 1793);C;158.04.01;;Ao;0;6, 9, 11, 17, 18;
1205;SAGAELE;Sagartia elegans;(Dalyell, 1848);R;p. 167 Tav. 60;;Ecn;0;10, 18 ;2011 (10, 18)
1206;SALOTRU;Salmo trutta trutta;Linnaeus, 1758;C;45.01.02;;Ao;0;17;
1207;SALPMAX;Salpa maxima;Forsskål, 1775 ;;;;Etu;;1, 5, 6;2013 (1, 5, 6)
1208;SALPSPP;Salpa spp.;Forsskål, 1775 ;;;;Etu;;5, 6;2013 (5, 6)
1209;SALVCLA;Salvatoria clavata;(Claparède, 1863);;;;Epo;;1;2013 (1)
1210;SARCFOE;Sarcotragus foetidus;Schmidt, 1862;;;;Esp;0;19;2011 (19)
1211;SARDPIL;Sardina pilchardus;(Walbaum, 1792);C;33.03.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1212;SARGHOR;Sargassum hornschuchii;C. Agardh, 1820 ;;;;V;;18;2013 (18)
1213;SARIAUR;Sardinella aurita;Valenciennes, 1847;C;33.04.01;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1214;SARIMAD;Sardinella maderensis;(Lowe, 1838);C;33.04.02;;Ao;0;20;
1215;SARPSAL;Sarpa salpa;(Linnaeus, 1758);C;139.09.01;;Ao;0;7, 8, 9, 11, 22;
1216;SAURUND;Saurida undosquamis;(Richardson, 1848) ;G;68;? AL;Ao;0;25;2012 (25)
1217;SAXIJEF;Saxicavella jeffreysi;Winckworth, 1930;;;;Emb;;16;2013 (16)
1218;SCAEUNI;Scaeurgus unicirrhus;(Delle Chiaje, 1841);F;OCT Scae 1;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1219;SCALSCA;Scalpellum scalpellum;(Linnaeus, 1767);R;p. 417 Tav. 162;;Bci;m;1, 5, 6, 10, 18, 19;
1220;SCAPNIG;Scaphander lignarius;(Linnaeus, 1758);R;p. 275 Tav. 106;;Dmg;0;1, 2, 5, 6, 9, 10, 11, 17, 18, 19;
1221;SCASSCA;Scalarispongia scalaris;(Schmidt, 1862);;;;Esp;;18, 19;2013 (18)
1222;SCHEMED;Schedophilus medusophagus;(Cocco, 1839);C;176.03.01;;Ao;0;2, 5, 9, 10, 16;2011 (9, 10)
1223;SCHEOVA;Schedophilus ovalis;(Cuvier, 1833);C;176.03.02;;Ao;0;1, 5, 8, 9, 11, 17;
1224;SCHICAN;Ova canaliferus;(Lamarck, 1816);R;p. 561 Tav. 222;e31;Eec;0;6, 9, 10, 18, 19;2011 (9, 18)
1225;SCHOMAM;Schizomavella mamillata;(Hincks, 1880);;;;Ebr;;19;2014 (19)
1226;SCHZSAN;Schizobrachiella sanguinea;(Norman, 1868);;;;Ebr;;16;2013 (16)
1227;SCIAUMB;Sciaena umbra;Linnaeus, 1758;C;137.01.01;;Ao;0;6, 15, 16, 19;
1228;SCOBSAU;Scomberesox saurus saurus;(Walbaum, 1792);C;91.01.01;;Ao;0;9, 10, 22;
1229;SCOHRHO;Scophthalmus rhombus;(Linnaeus, 1758);C;195.01.01;;Ao;0;1, 6, 7, 8, 9, 11, 15, 17, 18, 19, 20, 22;
1230;SCOMPNE;Scomber colias;Gmelin, 1789;C;156.01.02;a53;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1231;SCOMSCO;Scomber scombrus;Linnaeus, 1758;C;156.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1232;SCOMSPP;Scomber spp.;Linnaeus, 1758;C;156.1;;Ao;0;6, 15, 16, 17;2013 (6)
1233;SCORELO;Scorpaena elongata;Cadenat, 1943;C;184.01.03;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1234;SCORLOP;Scorpaena loppei;Cadenat, 1943;C;184.01.05;;Ao;0;1, 2, 5, 6, 7, 8, 9, 11, 16;
1235;SCORMAD;Scorpaena maderensis;Valenciennes, 1833;C;184.01.06;;Ao;0;7, 22;
1236;SCORNOT;Scorpaena notata;Rafinesque, 1810;C;184.01.07;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1237;SCORPOR;Scorpaena porcus;Linnaeus, 1758;C;184.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1238;SCORSCO;Scorpaena scrofa;Linnaeus, 1758;C;184.01.08;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1239;SCORSPP;Scorpaena spp.;Linnaeus, 1758;C;184.1;;Ao;0;1, 7, 8, 10, 11, 15, 16, 17, 20, 22, 25;2011 (10)
1240;SCRUSCR;Scrupocellaria scrupea;Busk, 1852;;;;Ebr;;10, 18;2013 (10, 18)
1241;SCYLARC;Scyllarus arctus;(Linnaeus, 1758);F;SCYL Scylr 1;;B;m;1, 5, 6, 7, 9, 19, 22, 25;
1242;SCYLCAP;Scyllarus caparti;Holthuis, 1952;;;AL;B;m;25;2014 (25)
1243;SCYLLAT;Scyllarides latus;(Latreille, 1803);F;SCYL Scyld 1;;B;m;5, 6, 9, 11, 19, 20, 25;
1244;SCYLPYG;Scyllarus pygmaeus;(Bate, 1888);F;SCYL Scylr 2;;B;m;2, 5, 6, 18, 19, 22;
1245;SCYMLIC;Dalatias licha;(Bonnaterre, 1788);C;16.04.03;a54;Ae;0;1, 2, 5, 6, 7, 8, 9, 11, 10, 15, 16, 17, 18, 19, 20, 22;
1246;SCYOCAN;Scyliorhinus canicula;(Linnaeus, 1758);C;11.01.01;;Ae;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1247;SCYOEGG;Eggs capsules of Scyliorhinidae;;;;;G;;10, 18;2013 (10, 18)
1248;SCYOSTE;Scyliorhinus stellaris;(Linnaeus, 1758);C;11.01.02;;Ae;0;6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 22, 25;
1249;SEBDSPP;Sebdenia spp.;Berthold, 1882;;;;V;;5;2013 (5)
1250;SEPENEG;Sepietta neglecta;Naef, 1916;F;SEPIOL;;C;0;5, 6, 9, 10, 15, 17, 20, 22;
1251;SEPEOBS;Sepietta obscura;Naef, 1916;F;SEPIOL;;C;0;6, 10, 15, 17, 18;
1252;SEPEOWE;Sepietta oweniana;(d'Orbigny, 1841);F;SEPIOL;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22;
1253;SEPESPP;Sepietta spp.;Naef, 1912;F;SEPIOL;;C;0;5, 8, 9, 10, 11, 17, 18, 20, 22, 25;
1254;SEPIEGG;Eggs capsules of Sepiidae;;;;;G;;10, 18, 19;2013 (10, 18)
1255;SEPIELE;Sepia elegans;Blainville, 1827;F;SEP Sep 3;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1256;SEPIOFF;Sepia officinalis;Linnaeus, 1758;F;SEP Sep 1;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1257;SEPIORB;Sepia orbignyana;Férussac, 1826;F;SEP Sep 4;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1258;SEPISPP;Sepia spp.;Linnaeus, 1758;F;SEP Sep 1;;C;0;1, 6, 7, 8, 9, 15, 17;
1259;SEPLDAE;Sepiolidae;Leach, 1817;;;;C;;1, 2, 5, 6, 15, 25;2013 (1, 2, 5, 6)
1260;SEPOAFF;Sepiola affinis;Naef, 1912;F;SEPIOL;;C;0;6, 10, 15, 17, 18, 19, 20, 22;
1261;SEPOINT;Sepiola intermedia;Naef, 1912;F;SEPIOL;;C;0;1, 6, 7, 9, 10, 17, 18, 19, 20, 22;
1262;SEPOLIG;Sepiola ligulata;Naef, 1912;F;SEPIOL;;C;0;6, 9, 10, 15, 17, 19, 20, 22;
1263;SEPOROB;Sepiola robusta;Naef, 1912;F;SEPIOL;;C;0;1, 5, 6, 7, 9, 17, 18, 19, 20, 22;
1264;SEPORON;Sepiola rondeletii;Leach, 1817;F;SEPIOL;;C;0;7, 8, 9, 10, 15, 17, 18, 19, 20, 22;
1265;SEPOSPP;Sepiola spp.;Leach, 1817;F;SEP;;C;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1266;SERAATR;Serranus atricauda;Günther, 1874;C;124.01.02;?;Ao;0;22;
1267;SERACAB;Serranus cabrilla;(Linnaeus, 1758);C;124.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1268;SERAHEP;Serranus hepatus;(Linnaeus, 1758);C;124.01.03;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1269;SERASCR;Serranus scriba;(Linnaeus, 1758);C;124.01.04;;Ao;0;8, 9, 10, 11, 16, 17, 18, 20, 22, 25;
1270;SEREDAE;Sergestidae;Dana, 1852;;;;B;;9, 17, 19, 20, 22, 25;2012 (25)
1271;SERGARC;Eusergestes arcticus;(Krøyer, 1855);Z;61;b32;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 18, 20, 22;
1272;SERGROB;Sergia robusta;(Smith, 1882);Z;61;b33;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 19, 20, 22;
1273;SERGSAR;Allosergestes sargassi;(Ortmann, 1893) ;Z;62;b34;B;m;1, 5, 6, 9, 10, 20;
1274;SERIDUM;Seriola dumerili;(Risso, 1810);C;131.09.01;;Ao;0;6, 9, 10, 11, 17, 19, 22;
1275;SERPSPP;Serpula spp.;Linnaeus, 1758;;;;Epo;;10;2013 (10)
1276;SERPVER;Serpula vermicularis;Linnaeus, 1767 ;;;;Epo;;5, 16, 19;2013 (5)
1277;SERRDAE;Serranidae;Innamura & Yabe, 2002;;;;Ao;0;16;2014 (16)
1278;SERTCRA;Sertularella crassicaulis;(Heller, 1868);;;;Ecn;;10;2013 (10)
1279;SERTSPP;Sertularella spp.;Gray, 1848;;;;Ecn;;16, 18;2013 (16)
1280;SERUDAE;Serpulidae;Rafinesque, 1815;;;;Epo;;5, 9;2013 (5)
1281;SHELDEB;Shell drebis;;;;;G;;10;2011 (10)
1282;SICYCAR;Sicyonia carinata;(Brünnich, 1768);Z;57;;B;m;11, 15, 17, 19;2011 (19)
1283;SIGALUR;Siganus luridus;(Rüppell, 1829);G;178;AL;Ao;0;25;2012 (25)
1284;SIGARIV;Siganus rivulatus;Forsskål & Niebuhr, 1775;G;180;? AL;Ao;0;22, 25;2012 (25)
1285;SIPHRAE;Siphonophorae;Eschscholtz, 1829;;;;Ecn;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1286;SIPNDAE;Sipunculidae;Rafinesque, 1814;;;;Esi;;1, 5, 6;2013 (1, 5, 6)
1287;SIPUNUD;Sipunculus nudus;Linnaeus, 1766 ;;;;Esi;;5;2013 (5)
1288;SMITCER;Smittina cervicornis;(Pallas, 1766) ;;;;Ebr;;5;2014 (5)
1289;SOLCSCO;Solecurtus scopula;(Turton, 1822);;;;Emb;;16;2013 (16)
1290;SOLCSTR;Solecurtus strigilatus;(Linnaeus, 1758);;;;Emb;;10;2013 (10)
1291;SOLEIMP;Pegusa impar;(Bennett, 1831);C;198.01.02;a55;Ao;0;5, 7, 9, 11, 16, 17, 18, 20;
1292;SOLEKLE;Synapturichthys kleinii;(Risso, 1827);C;198.01.03;a56;Ao;0;5, 8, 11, 16, 17, 20, 22;
1293;SOLELAS;Pegusa lascaris;(Risso, 1810);C;198.01.04;a57;Ao;0;1, 7, 9, 10, 11, 15, 16, 17, 22;
1294;SOLESEN;Solea senegalensis;Kaup, 1858;C / G;198.1.6 / 194;?;Ao;0;1, 6;
1295;SOLESPP;Solea spp.;Quensel, 1806;C;198.1;;Ao;0;7, 8, 15, 16, 17, 19, 20, 22;2011 (19)
1296;SOLEVUL;Solea solea;(Linnaeus, 1758);C;198.01.01;a58;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1297;SOLOMEM;Solenocera membranacea;(Risso, 1816);F;SOLENO Soleno;;B;m;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22;
1298;SPARAUR;Sparus aurata;Linnaeus, 1758;C;139.01.01;;Ao;0;1, 6, 7, 9, 10, 11, 16, 17, 18, 19, 20, 22;
1299;SPARCAE;Pagrus caeruleostictus;(Valenciennes, 1830);C;139.11.02;a59;Ao;0;18;
